Name,Goals,Successful dribbles %,Total shots,Headed goals,Big chances missed,Set piece conversion %,Tackles,Errors lead to goal,Interceptions,Penalty committed,Clearances,Dribbled past,Big chances created,Total passes,Assists,Accurate final third passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Goals conceded inside the box,Penalties saved,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Was fouled,Fouls,Total duels won %,RangoEdad
Óscar Valentín,0.0,38.89,0.38,0.0,0.0,0.0,2.71,0.0,1.29,0.0,0.76,2.21,0.0,34.32,0.0,6.97,81.92,51.45,0.0,0.09,0.0,0.82,0.0,0.15,0.32,0.0,37.5,1.47,2.21,44.9,2
Ángel Correa,0.26,41.07,1.23,0.0,0.17,0.0,0.34,0.03,0.29,0.0,0.14,0.31,0.2,14.06,0.03,4.94,81.1,50.0,0.0,0.03,0.0,0.37,0.0,0.06,0.06,0.03,23.81,0.57,0.54,35.71,2
Lucas Boyé,0.2,61.9,2.06,0.09,0.29,0.0,1.03,0.0,0.43,0.0,1.29,0.51,0.2,18.06,0.06,5.2,79.75,66.67,0.0,0.03,0.0,1.14,0.0,0.2,0.2,0.03,46.67,1.29,1.74,44.16,2
Tete Morente,0.13,44.44,1.44,0.03,0.13,0.0,1.03,0.0,0.78,0.03,0.75,0.66,0.03,19.72,0.0,6.13,80.82,62.26,0.0,0.09,0.0,0.91,0.0,0.13,0.16,0.0,62.5,0.66,1.0,47.64,2
Florian Lejeune,0.13,66.67,1.32,0.03,0.03,0.36,0.9,0.0,0.48,0.03,3.84,0.26,0.0,45.03,0.0,4.77,79.08,44.41,0.0,0.26,0.0,1.1,0.0,0.1,0.13,0.1,64.13,0.29,0.74,60.61,3
Ramón Terrats,0.04,51.52,0.79,0.0,0.04,0.0,0.79,0.0,0.46,0.0,0.38,0.5,0.08,20.5,0.04,4.75,86.38,75.0,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,30.0,0.88,0.71,45.99,1
Ander Barrenetxea,0.13,57.63,0.78,0.0,0.17,0.0,0.91,0.0,0.22,0.0,0.3,0.7,0.04,14.65,0.04,4.3,77.15,42.86,0.0,0.0,0.0,0.17,0.0,0.04,0.17,0.0,42.31,0.61,1.0,45.98,1
Luis Javier Suárez,0.19,47.5,1.95,0.0,0.29,0.0,0.81,0.0,0.14,0.0,0.48,0.95,0.24,17.62,0.19,3.81,70.0,40.74,0.0,0.0,0.0,1.29,0.0,0.05,0.19,0.05,39.13,1.05,1.71,37.45,2
Andoni Gorosabel,0.0,60.0,0.52,0.0,0.0,0.0,1.52,0.0,0.63,0.0,0.78,0.63,0.04,30.44,0.0,7.04,86.74,62.0,0.0,0.11,0.0,0.59,0.0,0.11,0.11,0.0,36.54,0.63,0.93,49.71,2
Felipe,0.0,50.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.33,0.67,0.0,43.33,0.0,5.33,92.31,62.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,1.33,50.0,3
Javier Hernández,0.04,68.75,0.64,0.0,0.04,0.0,0.84,0.0,0.28,0.04,1.44,0.32,0.08,25.96,0.08,4.68,82.13,48.84,0.0,0.04,0.0,0.72,0.0,0.04,0.12,0.0,50.0,0.84,0.36,61.76,2
Lucas Ocampos,0.21,42.37,1.58,0.0,0.05,0.0,1.16,0.0,0.42,0.0,0.26,1.21,0.11,21.11,0.0,6.58,77.06,31.25,0.0,0.16,0.0,0.89,0.0,0.16,0.37,0.0,63.83,1.26,0.79,49.75,2
Fernando Calero,0.0,33.33,0.26,0.0,0.0,0.0,1.7,0.0,0.48,0.0,1.93,0.48,0.04,26.59,0.04,3.04,81.75,43.86,0.0,0.07,0.0,0.93,0.0,0.15,0.22,0.0,54.69,0.33,0.81,55.83,2
Gonzalo Melero,0.15,47.22,0.89,0.0,0.15,0.0,1.19,0.0,0.26,0.0,0.7,1.04,0.11,27.74,0.11,6.7,86.78,81.25,0.0,0.0,0.0,0.93,0.0,0.11,0.19,0.0,46.88,1.11,0.89,46.73,2
Manu Vallejo,0.0,25.0,0.14,0.0,0.0,0.0,0.57,0.0,0.14,0.0,0.14,0.71,0.0,11.57,0.14,4.57,81.48,100.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.86,0.14,37.93,2
Nicolás González,0.04,82.35,0.54,0.04,0.08,0.0,1.04,0.0,0.73,0.04,0.54,0.62,0.04,29.69,0.04,8.73,87.44,45.65,0.0,0.04,0.0,0.73,0.0,0.08,0.04,0.0,64.29,0.5,1.27,53.07,1
Álex Centelles,0.07,46.15,0.33,0.0,0.13,0.0,1.47,0.0,0.73,0.0,2.27,0.4,0.07,28.27,0.13,5.53,75.94,35.62,0.0,0.07,0.0,1.27,0.0,0.07,0.0,0.07,29.17,0.33,0.47,48.78,1
Cristhian Stuani,0.28,0.0,1.09,0.0,0.19,0.0,0.41,0.0,0.06,0.0,0.16,0.28,0.06,5.13,0.0,1.25,74.39,60.0,0.0,0.0,0.0,0.44,0.0,0.06,0.25,0.0,46.67,0.72,1.22,41.61,3
Jørgen Strand Larsen,0.13,48.28,1.28,0.03,0.19,0.0,0.47,0.0,0.09,0.0,0.75,0.72,0.09,10.41,0.13,2.66,69.37,58.82,0.0,0.0,0.0,0.81,0.0,0.19,0.13,0.0,47.19,1.34,1.06,44.36,1
Francis Coquelin,0.06,50.0,0.44,0.0,0.06,0.0,1.13,0.0,0.56,0.0,0.38,0.0,0.13,18.88,0.0,3.75,87.42,63.64,0.0,0.0,0.0,0.38,0.0,0.0,0.13,0.0,60.0,0.44,0.69,51.56,3
Juan Iglesias,0.03,50.0,0.66,0.0,0.03,0.0,1.91,0.0,0.66,0.0,2.19,1.0,0.06,18.88,0.0,2.59,61.42,27.48,0.0,0.19,0.0,0.81,0.0,0.19,0.25,0.0,44.12,0.66,1.38,48.67,2
Aitor Ruibal,0.0,53.85,0.58,0.0,0.0,0.0,1.85,0.0,0.92,0.0,1.23,1.04,0.19,26.04,0.0,6.65,78.14,41.67,0.0,0.12,0.0,0.42,0.0,0.08,0.15,0.04,45.45,0.69,0.85,51.34,2
Leandro Cabrera,0.0,75.0,0.72,0.0,0.13,0.0,1.44,0.03,1.34,0.03,3.34,0.47,0.06,38.53,0.03,3.59,73.32,34.68,0.0,0.13,0.0,1.56,0.0,0.13,0.25,0.06,62.38,0.63,0.91,60.54,3
Mohamed-Ali Cho,0.05,47.06,1.21,0.0,0.26,0.0,0.68,0.0,0.11,0.0,0.11,0.32,0.26,7.05,0.11,2.32,73.88,12.5,0.0,0.0,0.0,0.42,0.0,0.05,0.05,0.0,25.0,0.63,0.58,43.81,1
Sergi Gómez,0.0,0.0,0.31,0.0,0.1,0.0,1.0,0.0,0.93,0.0,4.14,0.14,0.0,38.59,0.0,1.69,85.97,46.63,0.0,0.1,0.0,1.45,0.0,0.14,0.0,0.07,55.0,0.28,0.31,62.02,3
Srđan Babić,0.09,50.0,0.26,0.09,0.03,0.0,0.82,0.0,0.85,0.0,3.56,0.5,0.0,39.97,0.0,2.21,85.8,49.09,0.0,0.12,0.0,1.53,0.0,0.12,0.15,0.0,61.02,0.26,0.71,54.37,2
Umar Sadiq,0.6,42.86,1.6,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.2,9.4,0.0,2.8,72.34,100.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,31.58,0.6,2.4,26.23,2
Jorge Meré,0.0,0.0,0.4,0.0,0.0,0.0,1.1,0.0,0.6,0.0,3.1,0.3,0.0,21.5,0.0,1.2,83.26,48.39,0.0,0.1,0.0,0.9,0.0,0.1,0.0,0.0,66.67,0.3,0.1,69.05,2
Rubén Alcaraz,0.1,54.55,1.1,0.0,0.03,0.0,1.39,0.0,0.61,0.03,1.13,1.13,0.1,32.13,0.0,5.77,81.43,60.61,0.0,0.13,0.0,0.74,0.0,0.1,0.32,0.0,50.85,1.06,1.45,45.04,3
Óliver Torres,0.09,46.88,0.69,0.03,0.09,0.0,1.22,0.0,0.31,0.0,0.19,1.28,0.13,31.91,0.03,11.19,81.59,66.06,0.0,0.03,0.0,0.78,0.0,0.19,0.06,0.0,28.0,1.41,0.94,41.57,2
Alex Telles,0.0,51.85,0.44,0.0,0.0,0.0,0.78,0.0,0.74,0.0,1.3,0.44,0.07,20.19,0.07,4.22,81.1,43.64,0.0,0.0,0.0,0.78,0.0,0.11,0.22,0.0,61.9,0.52,0.93,52.82,3
Ayoze Pérez,0.16,58.33,1.79,0.0,0.32,0.0,1.63,0.0,0.63,0.0,0.16,1.58,0.16,19.74,0.05,7.11,81.07,80.0,0.0,0.11,0.0,0.79,0.0,0.11,0.16,0.0,25.0,1.53,1.68,44.0,2
Carles Pérez,0.09,45.83,1.54,0.0,0.0,0.0,1.11,0.0,0.17,0.0,0.23,1.26,0.09,18.49,0.14,7.11,86.09,70.59,0.0,0.06,0.0,0.66,0.0,0.09,0.11,0.0,13.04,1.06,1.0,39.13,2
Ronaël Pierre-Gabriel,0.13,50.0,0.25,0.0,0.0,0.0,2.13,0.0,1.13,0.0,1.25,0.75,0.0,8.25,0.0,2.13,78.79,25.0,0.0,0.0,0.0,0.5,0.0,0.13,0.0,0.13,66.67,0.5,0.5,61.7,2
Giovanni González,0.0,57.14,0.27,0.0,0.0,0.0,1.07,0.0,0.47,0.0,1.4,0.87,0.07,23.0,0.13,3.33,79.71,50.0,0.0,0.2,0.0,0.33,0.0,0.13,0.33,0.0,52.17,1.13,1.07,52.48,2
Aimar Oroz,0.1,58.49,0.74,0.0,0.06,0.0,0.84,0.0,0.77,0.0,0.13,0.71,0.1,26.03,0.19,8.87,80.3,62.16,0.0,0.03,0.0,0.68,0.0,0.1,0.19,0.0,30.36,1.97,1.16,44.7,1
Miguel Gutiérrez,0.06,52.24,0.5,0.0,0.0,0.0,1.21,0.03,0.53,0.0,1.03,0.41,0.21,31.32,0.09,7.15,85.82,46.27,0.0,0.03,0.0,0.91,0.0,0.15,0.18,0.0,36.0,0.71,0.68,49.77,1
José Luis Morales,0.24,40.0,1.41,0.0,0.28,0.0,0.24,0.0,0.07,0.0,0.07,0.41,0.07,8.21,0.0,2.52,73.53,83.33,0.0,0.03,0.0,0.38,0.0,0.0,0.07,0.0,33.33,0.34,0.21,37.39,3
Roque Mesa,0.07,51.72,0.9,0.0,0.0,0.0,0.93,0.0,0.45,0.03,0.62,0.9,0.03,32.52,0.03,6.59,83.35,59.48,0.0,0.03,0.0,0.76,0.0,0.03,0.31,0.03,32.35,0.86,1.31,39.39,3
José Ángel Carmona,0.16,50.0,0.53,0.0,0.0,0.0,1.53,0.0,0.79,0.0,1.21,0.89,0.05,23.21,0.05,3.84,80.27,46.67,0.0,0.0,0.0,0.89,0.0,0.21,0.37,0.11,32.14,0.68,1.74,42.47,1
Yangel Herrera,0.1,60.0,1.2,0.05,0.2,0.0,1.3,0.0,0.2,0.0,0.6,0.45,0.1,19.75,0.1,4.65,82.78,50.0,0.0,0.0,0.0,0.85,0.0,0.1,0.2,0.0,36.73,1.1,1.7,42.86,2
Unai García,0.0,71.43,0.24,0.0,0.0,0.0,1.1,0.05,0.9,0.05,2.71,0.24,0.0,37.67,0.05,2.86,80.03,45.57,0.0,0.24,0.0,0.81,0.0,0.1,0.29,0.05,56.72,0.19,1.05,53.03,3
Jaume Costa,0.0,45.45,0.34,0.0,0.13,0.0,1.56,0.03,0.69,0.0,1.16,0.69,0.06,27.59,0.03,5.44,74.75,41.49,0.0,0.28,0.0,0.91,0.0,0.09,0.34,0.0,51.72,1.0,1.38,52.59,3
Ander Herrera,0.0,55.56,0.59,0.0,0.0,0.0,1.06,0.0,0.65,0.0,0.65,0.71,0.12,26.24,0.06,5.53,84.3,46.43,0.0,0.0,0.0,0.47,0.0,0.12,0.24,0.06,58.33,0.65,1.18,45.56,3
Stefan Mitrović,0.0,0.0,0.05,0.0,0.0,0.0,0.64,0.05,0.77,0.0,4.05,0.18,0.0,23.18,0.0,1.05,79.02,46.15,0.0,0.32,0.0,0.64,0.0,0.14,0.18,0.0,70.37,0.14,0.59,63.22,3
Edgar González,0.0,100.0,0.36,0.0,0.12,0.0,1.12,0.0,0.84,0.0,4.76,0.52,0.04,35.56,0.0,0.84,89.09,46.05,0.0,0.2,0.0,0.64,0.0,0.16,0.16,0.08,59.76,0.52,0.92,56.88,2
Álex Fernández,0.11,55.56,0.61,0.0,0.04,0.0,0.46,0.0,0.29,0.0,0.68,0.36,0.04,24.32,0.0,4.86,86.64,64.52,0.0,0.11,0.0,0.79,0.0,0.14,0.0,0.0,28.57,0.5,0.25,36.97,3
Sergi Guardiola,0.1,42.86,1.23,0.0,0.13,0.0,0.68,0.0,0.16,0.0,0.42,0.35,0.0,12.68,0.0,3.19,70.23,60.0,0.0,0.0,0.0,0.48,0.0,0.03,0.1,0.0,30.77,0.97,0.68,41.09,3
Rodrigo Riquelme,0.12,44.53,1.65,0.0,0.09,0.0,0.59,0.0,0.32,0.03,0.15,0.76,0.21,18.41,0.12,6.82,75.88,48.57,0.0,0.0,0.0,1.06,0.0,0.15,0.03,0.0,40.91,1.06,0.79,42.66,1
Aitor Paredes,0.0,0.0,0.5,0.0,0.0,0.0,0.44,0.0,0.88,0.0,1.63,0.31,0.13,31.5,0.0,2.19,89.68,60.66,0.0,0.0,0.0,1.0,0.0,0.13,0.19,0.0,75.0,0.13,0.75,55.56,1
Ivan Balliu,0.0,47.83,0.16,0.0,0.0,0.0,1.41,0.0,0.68,0.05,1.81,0.32,0.11,35.81,0.0,9.49,79.85,39.06,0.0,0.24,0.0,1.14,0.0,0.14,0.16,0.0,43.94,0.92,1.14,53.85,3
Johan Mojica,0.0,50.0,0.25,0.0,0.0,0.0,0.95,0.0,0.4,0.05,0.8,0.25,0.05,21.65,0.0,4.5,83.6,47.06,0.0,0.0,0.0,0.8,0.0,0.05,0.1,0.0,68.75,0.85,0.35,61.29,3
Pierre-Emerick Aubameyang,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Hugo Sotelo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,86.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Carlos Domínguez,0.0,100.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.33,0.33,0.0,11.33,0.0,0.33,82.35,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,1
Aleix Garrido,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,1
Moi Parra,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
Adnan Januzaj,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,11.0,0.0,3.5,68.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,50.0,2
Franco Russo,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.33,0.33,0.0,19.67,0.0,1.33,76.27,58.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,60.0,0.67,0.0,63.64,2
Iker Benito,0.0,37.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.75,0.5,0.5,8.75,0.0,1.0,77.14,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5,0.5,40.0,1
Kike García,0.06,66.67,1.2,0.03,0.14,0.0,0.17,0.0,0.03,0.0,0.37,0.09,0.11,6.69,0.0,1.77,70.94,11.11,0.0,0.0,0.0,0.43,0.0,0.09,0.14,0.0,43.14,0.74,0.74,44.9,3
Unai López,0.03,46.15,0.76,0.0,0.03,0.0,0.94,0.03,0.44,0.0,0.18,0.71,0.0,25.26,0.06,6.65,84.52,65.83,0.0,0.0,0.0,0.56,0.0,0.03,0.06,0.0,29.17,0.5,0.65,41.46,2
Óscar Mingueza,0.0,66.67,0.24,0.0,0.0,0.0,1.76,0.0,0.57,0.1,1.0,0.33,0.14,35.62,0.0,7.14,83.29,47.67,0.0,0.14,0.0,0.71,0.0,0.24,0.1,0.0,50.0,0.38,0.9,56.78,1
Javi Puado,0.19,46.94,1.54,0.0,0.3,0.0,0.54,0.0,0.27,0.0,0.27,0.43,0.08,14.68,0.05,4.03,79.93,56.25,0.0,0.0,0.0,1.08,0.0,0.11,0.11,0.0,33.87,0.68,0.43,40.83,2
Karim Rekik,0.06,50.0,0.5,0.0,0.0,0.0,0.69,0.0,0.63,0.0,1.44,0.06,0.0,42.44,0.06,4.38,92.05,48.84,0.0,0.19,0.0,0.88,0.0,0.13,0.13,0.0,66.67,0.31,1.25,51.9,2
Tino Kadewere,0.07,66.67,1.27,0.0,0.0,0.0,0.4,0.0,0.13,0.0,0.07,0.33,0.07,9.4,0.0,1.8,67.38,50.0,0.0,0.0,0.0,0.4,0.0,0.07,0.07,0.0,60.0,0.2,0.4,51.09,2
Sergio León,0.21,37.04,0.97,0.07,0.14,0.0,0.21,0.0,0.0,0.0,0.14,0.1,0.1,6.62,0.03,1.83,70.31,56.25,0.0,0.03,0.0,0.93,0.0,0.03,0.0,0.03,27.27,0.76,0.28,37.84,3
Darko Brašanac,0.04,57.14,0.44,0.0,0.04,0.0,1.16,0.0,0.48,0.04,0.36,0.44,0.04,14.6,0.04,4.64,82.74,58.33,0.0,0.0,0.0,0.4,0.0,0.16,0.2,0.0,50.0,0.56,0.64,52.99,3
Matheus Cunha,0.0,85.71,1.09,0.0,0.36,0.0,0.36,0.0,0.18,0.0,0.27,0.27,0.09,7.18,0.18,2.18,78.48,66.67,0.0,0.0,0.0,0.45,0.0,0.09,0.18,0.0,17.65,0.55,0.64,38.78,1
Darwin Machís,0.0,40.74,1.73,0.0,0.27,0.0,0.27,0.0,0.27,0.0,0.36,0.64,0.36,14.36,0.09,3.45,73.42,51.72,0.0,0.18,0.0,0.27,0.0,0.0,0.09,0.0,25.0,1.09,0.91,39.44,2
Benjamin Lecomte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,24.7,0.0,1.5,63.16,47.09,2.9,0.1,0.0,1.3,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,3
Renato Tapia,0.0,61.11,0.54,0.0,0.04,0.0,1.68,0.0,0.68,0.04,1.21,0.68,0.04,28.32,0.0,4.29,86.0,59.23,0.0,0.04,0.0,0.82,0.0,0.18,0.21,0.04,59.09,0.57,1.04,54.05,2
Haris Seferović,0.17,53.33,0.72,0.11,0.22,0.0,0.33,0.0,0.06,0.0,0.33,0.28,0.06,10.83,0.06,2.28,67.69,66.67,0.0,0.0,0.0,0.61,0.0,0.0,0.17,0.0,50.0,0.39,0.22,48.78,3
Ferland Mendy,0.0,70.37,0.06,0.0,0.0,0.0,1.17,0.0,0.78,0.0,0.67,0.44,0.0,42.89,0.06,12.61,92.62,80.95,0.0,0.11,0.0,0.94,0.0,0.0,0.11,0.0,46.67,1.0,0.22,59.09,2
Miguel Rodríguez,0.14,33.33,0.43,0.0,0.0,0.0,1.0,0.0,0.14,0.0,0.43,1.0,0.0,11.14,0.14,3.43,73.08,33.33,0.0,0.0,0.0,0.43,0.0,0.14,0.0,0.0,11.11,1.14,0.86,38.0,1
Pedro Bigas,0.0,62.5,0.79,0.0,0.14,0.0,1.32,0.0,1.18,0.04,3.29,0.39,0.0,36.64,0.0,2.82,80.9,40.12,0.0,0.04,0.0,1.29,0.0,0.18,0.11,0.07,68.85,0.57,0.61,65.79,3
César Montes,0.15,40.0,0.65,0.1,0.0,0.0,0.85,0.0,0.7,0.05,4.95,0.4,0.0,39.4,0.0,3.8,78.17,42.75,0.0,0.1,0.0,1.8,0.0,0.2,0.35,0.0,63.21,0.3,0.9,57.14,2
Alejandro Pozo,0.0,54.55,0.33,0.0,0.0,0.0,1.23,0.0,0.87,0.03,1.07,0.87,0.27,28.5,0.1,4.13,72.87,36.43,0.0,0.1,0.0,0.87,0.0,0.0,0.07,0.0,34.29,0.47,0.5,47.47,1
Bernardo Espinosa,0.05,75.0,0.55,0.0,0.05,0.0,0.3,0.05,0.6,0.05,3.45,0.3,0.0,45.45,0.05,1.8,89.11,38.89,0.0,0.05,0.0,1.1,0.0,0.2,0.25,0.0,65.85,0.5,0.6,58.54,3
Bono,0.0,100.0,0.0,0.0,0.0,0.0,0.08,0.04,0.08,0.0,0.76,0.12,0.0,34.2,0.0,0.48,73.33,42.22,2.68,0.16,0.12,1.4,0.04,0.24,0.08,0.0,66.67,0.04,0.0,61.54,3
Raúl García,0.06,54.55,1.49,0.0,0.11,0.0,0.34,0.0,0.17,0.0,0.2,0.29,0.06,8.54,0.09,2.51,64.55,52.0,0.0,0.0,0.0,0.31,0.0,0.06,0.11,0.0,51.25,0.54,0.4,50.66,3
Willian José,0.07,33.33,0.75,0.0,0.07,0.0,0.32,0.0,0.04,0.0,0.54,0.18,0.07,9.36,0.04,2.07,78.63,50.0,0.0,0.0,0.0,0.32,0.0,0.07,0.04,0.0,44.44,0.21,0.32,41.25,3
Íñigo Eguaras,0.04,80.0,0.32,0.0,0.0,0.0,0.44,0.0,0.24,0.0,0.6,0.52,0.04,21.4,0.04,3.72,85.05,61.82,0.0,0.0,0.0,0.72,0.0,0.04,0.24,0.0,37.5,0.32,0.28,46.43,3
Dyego Sousa,0.0,41.67,0.65,0.0,0.05,0.0,0.5,0.0,0.05,0.0,0.7,0.05,0.05,7.85,0.05,2.0,68.15,50.0,0.0,0.0,0.0,0.25,0.0,0.05,0.05,0.0,51.92,0.6,0.5,50.47,3
Iván Villar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.05,0.0,26.11,0.0,0.79,64.11,35.34,2.0,0.21,0.21,1.21,0.0,0.05,0.0,0.0,66.67,0.11,0.0,66.67,2
Matija Nastasić,0.07,0.0,0.29,0.07,0.0,0.0,0.71,0.07,1.29,0.0,3.07,0.21,0.0,21.0,0.0,2.0,80.61,45.76,0.0,0.14,0.0,0.86,0.0,0.07,0.21,0.0,60.0,0.0,0.86,47.5,2
Erik Lamela,0.19,49.25,1.47,0.03,0.22,0.0,1.44,0.0,0.22,0.0,0.09,0.69,0.06,22.59,0.0,8.5,79.81,81.25,0.0,0.06,0.0,0.75,0.0,0.16,0.25,0.03,34.78,0.66,1.84,37.54,3
Rubén Peña,0.0,67.86,0.6,0.0,0.1,0.0,1.6,0.0,0.85,0.0,1.2,1.05,0.1,22.75,0.05,5.65,73.19,32.76,0.0,0.1,0.0,0.85,0.0,0.0,0.1,0.05,41.18,0.7,1.3,47.31,3
Kasper Dolberg,0.0,100.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.25,0.5,0.25,6.75,0.25,1.25,70.37,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,42.86,1.0,0.5,47.37,2
Toni Lato,0.04,77.78,0.38,0.0,0.04,0.0,0.96,0.0,0.25,0.0,0.5,0.5,0.0,16.96,0.0,4.79,83.05,43.33,0.0,0.0,0.0,0.42,0.0,0.04,0.04,0.0,17.39,0.38,0.5,48.86,2
Borja Mayoral,0.23,43.55,1.49,0.03,0.37,0.0,0.26,0.0,0.09,0.0,0.23,0.74,0.14,20.97,0.06,5.29,78.07,74.47,0.0,0.06,0.0,0.97,0.0,0.17,0.11,0.0,30.0,1.09,0.46,33.95,2
Gonzalo Plata,0.03,43.42,1.09,0.0,0.21,0.0,1.94,0.0,0.35,0.0,0.21,1.38,0.06,20.38,0.15,6.35,78.07,36.36,0.0,0.09,0.0,1.0,0.0,0.09,0.03,0.0,27.87,1.21,0.65,44.6,1
Iván Fresneda,0.0,44.12,0.18,0.0,0.05,0.0,2.18,0.0,0.68,0.0,2.0,0.82,0.14,31.32,0.0,6.09,80.7,46.05,0.0,0.09,0.0,1.41,0.0,0.14,0.14,0.0,30.77,1.14,0.59,53.04,1
Ruben Sanchez Saez,0.0,54.55,0.5,0.0,0.0,0.0,1.67,0.0,1.0,0.0,0.78,0.5,0.22,13.56,0.11,2.61,76.64,41.38,0.0,0.0,0.0,1.28,0.0,0.11,0.06,0.0,75.0,0.39,1.0,56.14,1
Franck Kessié,0.04,60.0,0.54,0.0,0.07,0.0,0.54,0.0,0.43,0.0,0.39,0.36,0.04,15.93,0.04,2.68,86.77,58.33,0.0,0.0,0.0,0.21,0.0,0.04,0.14,0.0,46.67,0.57,0.61,48.45,2
César de la Hoz,0.04,50.0,0.28,0.0,0.0,0.0,1.52,0.0,0.56,0.04,1.44,0.72,0.12,21.96,0.0,2.8,79.05,49.35,0.0,0.08,0.0,1.08,0.0,0.12,0.24,0.0,46.3,0.48,0.84,50.97,3
