Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Goran Karačić,0,0,0,0,0,0,0,0,0,6,0,0,0,0,42,85.71,0,50,6,1,0,0,0,0,0,0,100,100,0,0,1
Deniz Dilmen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,58.7,0,47.06,9,0,1,1,2,0,0,0,100,100,0,0,1
Ataberk Dadakdeniz,0,0,0,0,0,0,0,0,1,5,0,0,0,0,36,47.22,1,17.39,5,1,1,1,0,0,0,0,0,50,1,1,1
Vedat Karakuş,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31,80.65,0,25,6,0,0,0,1,0,0,0,0,50,1,0,1
Mauro Icardi,0.92,0.54,54.55,3.38,0.21,0,0.33,0.04,0,0.63,0,0.46,0.33,0.29,14.04,70.62,5.58,66.67,0,0.25,0,0,0.5,0.13,0.13,0,43.52,41.84,0.63,0.79,24
Fabio Borini,0.63,0.07,60.53,2.57,0.03,0,0.97,0.97,0.03,1.03,0,0.57,0.2,0.27,25,71.33,4.83,49.11,0,0.07,0,0,1.27,0.23,0.2,0,47.5,54,2.13,1.03,30
Arda Güler,0.2,0,52.63,1.7,0,0,1.25,0.15,0,0.1,0,0.95,0.35,0.15,29.25,84.96,9.85,70.45,0,0,0,0,0.45,0.1,0.05,0,50,53.03,1.4,0.55,20
Anastasios Bakasetas,0.3,0.07,63.64,2.74,0,0,1.93,0.81,0,0.41,0,0.67,0.3,0.19,51.89,82.37,14.48,57.76,0,0.22,0,0,1,0.19,0.33,0.04,35,54.92,1.74,1.15,27
Dia Saba,0.38,0.08,61.54,2,0,3.85,1.08,0.54,0,0.15,0,0.69,0.54,0.31,40.31,81.87,11.92,65.85,0,0.08,0,0,0.85,0.15,0.31,0,33.33,40.95,0.69,0.46,13
Fernando,0.17,0,39.13,1.7,0,0.35,1.57,0.97,0.03,0.57,0,1.37,0.3,0.07,62.77,82.74,9.7,60.48,0,0.13,0,0,1.23,0.17,0.33,0.03,48,44.81,0.9,0.9,30
Samu Sáiz,0.31,0,56.1,1.31,0,0,0.46,0.15,0,0.08,0,0.69,0.62,0.31,34,83.03,13.08,75.51,0,0,0,0,1.38,0,0.31,0,31.25,51.75,1.92,0.62,13
Brahim Darri,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,80,6,0,0,0,0,0,0,0,0,0,0,100,1,0,1
Vincent Aboubakar,0.81,0.44,44.9,2.94,0.06,0,0.5,0.25,0,0.44,0,0.25,0.13,0.13,17.56,77.58,6,70,0,0.13,0,0,0.69,0.19,0.19,0,41.27,38.92,1,0.81,16
Guilherme Haubert Sityá,0.06,0.06,56.52,0.41,0,0,1.85,1.29,0,1.47,0,0.76,0.38,0.26,42.53,79.67,10.44,49.71,0,0.26,0,0,1.12,0.09,0.09,0,51.39,56.64,0.56,0.59,34
Mehmet Umut Nayir,0.55,0.32,53.33,2.45,0.06,0,0.58,0.06,0,0.94,0,0.35,0.19,0.1,20.52,65.41,4.74,53.57,0,0,0,0,1.77,0.06,0.06,0,58.33,58.51,1.55,0.81,31
Alexandru Maxim,0.13,0.06,64.15,1.72,0,0.35,1.19,0.38,0,0.5,0,0.44,0.22,0.16,30.41,80.88,9.72,66.96,0,0.09,0,0,0.91,0.06,0.19,0,41.67,47.79,1,1.03,32
Enner Valencia,0.94,0.48,44.92,2.94,0.1,0,0.81,0.32,0,0.06,0,0.58,0.19,0.16,18.26,76.33,6.74,54.17,0,0.06,0,0,0.9,0.06,0.1,0.03,41.9,45.61,2.13,1.42,31
Younès Belhanda,0.4,0.27,58.62,3.27,0,0,1.17,0.2,0,0.27,0,0.53,0.37,0.23,34.57,82.16,12.6,63.77,0,0.03,0,0,1.07,0.07,0.17,0.07,43.24,48.48,0.9,0.77,30
Emin Bayram,0,0.14,50,0.71,0,0,1.86,1.57,0,3.57,0,0.14,0,0,39.71,89.57,2.43,60.87,0,0.29,0,0,0.43,0.14,0.14,0,68.75,70,0.43,0.57,7
Sérgio Oliveira,0.13,0.06,50,2.69,0.03,0,1.81,0.72,0,0.44,0.03,1.06,0.19,0.13,44.97,81.51,11.94,61.14,0,0.16,0,0,0.47,0.06,0.22,0,47.62,48.81,1.28,0.94,32
Badou Ndiaye,0.25,0.13,67.06,1.78,0,0,1.88,0.97,0,0.91,0,0.88,0.13,0.13,38.06,85.96,9.91,66.97,0,0.13,0,0,1.06,0.22,0.13,0,27.66,58.09,2.78,1.34,32
Mbaye Diagne,0.7,0.27,52,2.3,0.12,0,0.18,0.06,0,1.03,0,0.06,0.09,0.15,15.12,68.94,2.67,75,0,0.09,0,0,1.21,0.21,0.18,0,49.28,46.54,1.03,0.85,33
Kerem Aktürkoğlu,0.26,0.18,46.79,1.91,0,0.74,0.82,0.62,0,0.18,0,0.94,0.5,0.32,26.32,69.61,9.12,32.93,0,0.15,0,0,0.59,0.09,0.09,0,43.33,45.54,1.41,0.44,34
Edin Višća,0.15,0.08,92.31,1.23,0,3.85,0.92,0.62,0,0.08,0,1.23,0.54,0.23,28.23,79.56,8.69,65.22,0,0,0,0,1,0.23,0,0,33.33,48.48,0.38,0.54,13
Youssouf Ndayishimiye,0.24,0.18,55.56,1.06,0.12,0,0.94,1.12,0.12,3.65,0,0.12,0,0,71.71,90.07,7.59,65.79,0,0.41,0,0,1,0.06,0.47,0,62.86,56.12,0.76,1.12,17
Sacha Boey,0.03,0,47.83,0.81,0,0,2.81,1.61,0.03,2,0,0.65,0.26,0.13,40.32,78.96,10.42,36.79,0,0.42,0,0,0.65,0.1,0.26,0.03,65.38,56.43,0.87,1.55,31
Tolga Ciğerci,0.13,0.06,53.33,1.75,0,0,1.56,2.13,0.06,1.63,0,0.75,0.31,0.19,64.13,85.48,12.13,55.65,0,0.13,0,0,1.19,0.31,0.31,0,48.15,44.3,1.5,2.19,16
Amir Hadžiahmetović,0.13,0.03,69.57,1,0,0,1.6,1.1,0,1.07,0,1.27,0.1,0.13,56.33,86.39,8.87,68.67,0,0.27,0,0,0.9,0.13,0.2,0,48.78,49.81,1,1.23,30
Gedson Fernandes,0.09,0,71,1,0,0,2.85,0.73,0.03,0.3,0,1.18,0.24,0.15,34.48,83.57,9.03,51.67,0,0.21,0,0,0.7,0.21,0.18,0,35.14,57.83,2.21,1.61,33
Arthur Masuaku,0.06,0,71.95,0.35,0,0.81,2.13,0.84,0,1.06,0.03,0.81,0.1,0.19,47.55,80.6,9.13,44.13,0,0.23,0,0,0.74,0.16,0.26,0,59.52,59.19,0.35,1,31
Carlos Mané,0.16,0.12,47.27,0.96,0,0,1.76,0.56,0,0.28,0,0.6,0.28,0.16,22.28,76.48,5.2,54.29,0,0,0,0,0.96,0.4,0,0,35.71,56.61,1.08,0.32,25
Kévin Rodrigues,0.06,0,55.56,1.33,0,0.51,2.67,1.48,0.12,1.7,0.03,1.15,0.24,0.15,40.03,78.88,8.15,52.85,0,0.21,0,0,1.06,0.18,0.18,0,62.5,60.98,1.64,0.94,33
Salih Uçan,0.1,0.07,61.36,1.34,0,0,2.34,0.93,0,0.79,0,1.34,0.28,0.21,36.9,81.31,8.17,55.56,0,0.07,0,0,0.72,0.21,0.21,0,42.22,46.94,0.83,2.03,29
Ali Gholizadeh,0,0,80,0.5,0,0,1.25,0.25,0,0,0,0,0,0.25,13.75,78.18,5.5,100,0,0,0,0,0.25,0.25,0,0,50,68,0.75,0.5,4
Yusuf Sarı,0.16,0.06,60.71,2.06,0,0,0.61,0.29,0,0.06,0,0.52,0.32,0.19,17.55,84.01,6.32,73.91,0,0,0,0,0.94,0.03,0.1,0.03,11.76,50.97,0.77,0.48,31
Cenk Tosun,0.47,0.44,56.52,2.59,0.09,0,0.97,0.13,0,0.47,0.03,0.69,0.13,0.19,16.16,74.08,4.84,48.39,0,0.06,0,0,0.53,0.19,0.09,0.03,52.34,48.15,0.94,0.94,32
Lucas Torreira,0,0.06,58.82,0.65,0,0,2.77,1.29,0,0.81,0.03,1.26,0,0,55.81,88.21,11.42,65.57,0,0.13,0,0,0.61,0.13,0.19,0,37.7,58.61,1.9,1.19,31
Alejandro Pozuelo,0.33,0.17,61.29,0.92,0,0,0.17,0.33,0,0.42,0,0.92,0.42,0.25,37.67,86.73,11.5,52.94,0,0,0,0,1.08,0,0.08,0,54.55,40,0.75,0.92,12
Rachid Ghezzal,0.18,0,64.29,1.09,0,0,0.55,0.09,0,0.09,0,1.09,0.18,0.27,24.82,78.75,6.55,60,0,0.09,0,0,0.36,0.09,0.09,0,33.33,38.89,0.36,0.64,11
Dries Mertens,0.2,0.33,42.22,2.53,0,0,0.97,0.37,0,0.23,0,0.73,0.2,0.1,27.77,78.03,10.2,64.52,0,0,0,0,0.6,0.07,0.23,0,28.57,44.5,1.37,1.37,30
Léo Duarte,0,0.1,83.33,0.5,0,0,1.87,0.97,0.03,2.9,0,0.43,0,0.03,61.43,90.07,4.6,53.16,0,0.33,0,0,0.9,0.1,0.1,0,56.88,64.19,0.63,0.63,30
Valentin Eysseric,0.09,0.06,53.33,1.78,0,0.35,1.72,0.5,0.03,0.44,0,0.94,0.38,0.09,43.28,77.91,12.5,56.11,0,0,0,0,1.25,0.06,0.31,0,45.45,49.42,1.72,1.91,32
Wout Weghorst,0.5,0.81,45,3.25,0.19,0,0.75,0.25,0,1,0,0.63,0.19,0.25,18.63,69.46,6,46.15,0,0.19,0,0,0.94,0.25,0.13,0,49.43,44.33,1.63,1.75,16
Günay Güvenç,0,0,0,0,0,0,0.03,0,0,1.23,0.03,0.07,0.07,0.07,32.47,60.16,1.4,36.54,3.27,0.2,0.27,0.07,1.27,0.03,0.13,0.03,100,88.24,0.23,0,30
Emre Akbaba,0.22,0.13,48.98,1.84,0.03,0,1.09,0.47,0,0.25,0,0.28,0.13,0.13,22.31,76.19,5.84,48.61,0,0.06,0,0,0.38,0.09,0.09,0,25.93,47.27,1.19,1.03,32
Jason Lokilo,0.25,0.06,75,1.69,0,0,0.5,0.63,0,0.25,0.06,0.31,0.25,0.19,26.06,80.1,7.25,38.71,0,0.13,0,0,0.81,0.31,0.19,0,18.18,53.28,1.56,0.88,16
Mahmoud Trézéguet,0.39,0.29,34.07,3.43,0.04,0,1.54,0.57,0.04,0.29,0,0.71,0.18,0.11,28.61,82.15,11.43,47.22,0,0.18,0,0,0.89,0.14,0.21,0,28.89,43.69,1.46,0.96,28
Michy Batshuayi,0.63,0.26,55,2.11,0.11,0,0.32,0,0,0.21,0,0.05,0.11,0.05,16.32,70.65,4.53,81.82,0,0,0,0,0.58,0,0.21,0.05,44.07,42,0.47,0.95,19
Nathan Redmond,0.2,0.16,58.46,1.88,0,0,0.76,0.28,0,0.24,0,0.52,0.24,0.2,24.52,75.53,6.76,48,0,0.12,0,0,0.44,0.16,0.2,0,36.36,47.93,0.8,0.92,25
Fernando Muslera,0,0,0,0,0,0,0,0.09,0.03,0.52,0.03,0.03,0,0,33.33,78.09,0.79,50.43,2.48,0.48,0.06,0.03,0.67,0.12,0.15,0,100,87.5,0.21,0.03,33
Muhammed Şengezer,0,0,0,0,0,0,0,0.08,0,0.58,0,0,0,0,43.08,74.85,1.17,41.12,3.83,0.25,0.42,0,1.42,0.08,0.17,0,50,66.67,0.08,0,12
Sadık Çiftpınar,0.08,0,0,0.33,0.08,0,1.17,1.92,0,4.75,0.08,0.25,0,0,32.33,83.76,0.67,44.19,0,0.33,0,0,1.25,0.08,0.33,0,62.5,63,1.67,1.33,12
Willian Arão,0,0.03,58.33,0.84,0,0,1.9,1.61,0,1.26,0,0.77,0.13,0.13,44.68,87.44,8.19,73.87,0,0.16,0,0,0.87,0.06,0.13,0,50.41,51.88,0.35,0.87,31
Tayyip Talha Sanuç,0.13,0,90,0.7,0.04,0,0.7,1.3,0,2.57,0,0.26,0,0,45.65,86.57,2.52,47.86,0,0.3,0,0,0.61,0.13,0.04,0,60,60.81,0.65,0.78,23
Efecan Karaca,0.18,0.07,44.83,0.71,0.04,0,1.07,0.36,0,0.39,0,0.86,0.21,0.21,35.36,83.33,10.11,60.61,0,0.11,0,0,1.5,0.29,0.14,0,35.9,52.17,2.64,1,28
Andreas Cornelius,0.25,0.5,66.67,2.5,0.25,0,0,0,0,0.5,0,0.25,0.5,0.25,19.5,65.38,6,66.67,0,0.5,0,0,1,0.25,0,0,66.67,48.98,1,2.25,4
Mickaël Malsa,0.1,0,76.92,1,0.1,0,3.3,1.2,0,1.8,0,1.9,0.1,0,42.4,81.84,6.2,42.86,0,0.3,0,0,1.2,0.1,0.1,0,60,53.72,1.3,2.2,10
Ahmet Oğuz,0,0,62.96,0.29,0,0,2.77,2.06,0,2.06,0.03,1.23,0.1,0.1,42.52,77.62,8.16,52.22,0,0.19,0,0,1.1,0.06,0.26,0,63.83,57.64,2.1,1.9,31
Dimitris Goutas,0,0.13,62.5,0.65,0,0,1.68,1.71,0.03,4.19,0,0.32,0.13,0.06,44.29,79.46,3.23,42.91,0,0.23,0,0,1.32,0.16,0.13,0,62.81,65.38,0.68,0.58,31
Gökhan Akkan,0,0,0,0,0,0,0,0,0,1.61,0.09,0.13,0,0,29,58.02,1.22,26.34,3.57,0.17,0.17,0,1.13,0.22,0.09,0,88.89,75,0.17,0,23
Ferdi Kadıoğlu,0.09,0.06,56.58,0.72,0,0,2.09,0.88,0.06,0.91,0,0.63,0.09,0.13,53.91,85.57,15.44,53.21,0,0.19,0,0,1.03,0.13,0.16,0,42.11,58.28,1.78,0.84,32
Gustavo Henrique,0.15,0.15,0,0.54,0.08,0,0.85,1.08,0,2.38,0,0.46,0.08,0.08,46.23,86.02,2.69,49.28,0,0.54,0,0,0.77,0.08,0.23,0,70.45,52.87,0.31,1.62,13
İrfan Can Kahveci,0.15,0.04,50,1.22,0,0,1.07,0.26,0.04,0.3,0,0.59,0.26,0.07,25.11,80.09,7.44,43.86,0,0,0,0,0.67,0,0.15,0.07,57.58,47.87,1.04,1.56,27
Samet Akaydin,0.06,0.03,88.89,0.7,0.03,0,2,1.82,0,3.85,0.06,0.55,0,0,60.06,86.48,3.64,48.77,0,0.21,0,0,0.97,0.21,0.21,0,66.89,62.78,0.82,1.24,33
Alexandru Epureanu,0,0.06,100,0.65,0,0,1.59,1.24,0,3.53,0,0.59,0,0,62,87.95,6.18,60.42,0,0,0,0,1.53,0.06,0.06,0,65.52,61.11,0.59,1.18,17
Romain Saïss,0.04,0,50,0.64,0.04,0,1.2,1.08,0,3.36,0,0.28,0.08,0.04,54.36,82.19,5.56,50.81,0,0.24,0,0,0.72,0.12,0.24,0,71.57,58.67,0.44,1.72,25
Mergim Berisha,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,66.67,1,100,0,0,0,0,0,0,1,0,100,50,1,1,1
Jorge Morel,0.08,0,80,0.67,0.08,0,1.5,1.5,0,3.83,0,0.58,0,0,48.17,90.66,2.42,53.7,0,0.17,0,0,1.5,0.25,0.08,0,56.67,64.38,0.67,0.5,12
Deniz Tabak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.67,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Hamidou Traoré,0,0.33,87.5,1.33,0,0,2.67,0.33,0,0.67,0,0,0,0,43.33,73.08,7,48.15,0,0.67,0,0,0.67,0.33,0.33,0,37.5,65.52,0.33,0.67,3
Ferhat Kaplan,0,0,0,0,0,0,0,0,0,0.85,0,0.08,0,0,30.15,65.82,1.54,42.67,3.23,0.31,0.31,0,1.15,0.15,0.15,0,90,83.33,0.15,0,13
Abdülkerim Bardakcı,0.1,0.13,63.16,0.97,0.07,0,1.43,1.23,0,2.27,0.03,0.67,0.07,0.1,57.43,85.08,5.53,45.64,0,0.47,0,0,0.7,0.1,0.13,0.07,63.27,56.86,0.77,1.17,30
Majid Hosseini,0.08,0,90,0.36,0.08,0,1.6,1,0.04,2.96,0.04,0.64,0,0.04,53.64,87.7,3.6,56.1,0,0.16,0,0,1,0.32,0.24,0.04,59.15,59.15,0.24,0.76,25
Ertaç Özbir,0,0,50,0,0,0,0.09,0.06,0.03,1,0.03,0.03,0.03,0.03,37.56,85.86,0.38,52.96,3.16,0.25,0.25,0,1.16,0.22,0.13,0,100,84,0.22,0.03,32
Francisco Calvo,0.1,0.1,45.83,0.74,0.06,0,1.26,1.52,0.06,3.74,0,0.61,0.03,0,60.26,85.92,4.39,59.46,0,0.29,0,0,1.03,0.1,0.39,0,56.56,52.47,0.61,0.9,31
Melih Kabasakal,0.06,0,60,0.76,0,0,3.59,2.24,0.06,1.12,0,1.53,0.06,0,47.65,87.53,6.71,53.85,0,0.12,0,0,1.59,0.29,0.12,0,53.33,56.77,0.65,1,17
Steven Caulker,0.17,0,0,0.5,0.17,0,0.67,1.17,0,3.67,0,0,0,0,33,85.86,0.5,41.67,0,0.17,0,0,1.17,0,0,0,46.15,54.55,0.33,0.33,6
Jorman Campuzano,0.07,0,77.42,0.41,0.04,0,2.48,1.26,0,0.7,0,1.37,0.04,0,37.11,84.03,5.37,62.96,0,0.04,0,0,1.26,0.26,0.22,0,45.76,58.16,1.96,1.3,27
Haji Wright,0.54,0.46,40.85,2.86,0.21,0,0.39,0.18,0,0.36,0,0.32,0.14,0.07,13.36,70.59,3.64,20,0,0,0,0,1.32,0.18,0.04,0,47.29,40.05,1.64,2.07,28
Vitor Hugo,0.05,0,100,0.7,0.05,0,0.95,1.2,0.05,2.55,0,0.2,0,0,50.95,90.97,1.8,65,0,0.35,0,0,0.9,0.25,0.2,0,70,61.06,0.25,1,20
Marek Hamšík,0.13,0.13,77.78,1,0,0,0.74,0.48,0,0.39,0,0.52,0.09,0.09,42.96,85.93,8.87,71.3,0,0,0,0,0.78,0.09,0,0,58.33,50.7,0.22,0.39,23
Matteo Ricci,0.06,0.06,50,0.81,0,0,1.63,1,0,0.75,0,1.56,0.13,0.25,46.88,84.53,7.25,68.63,0,0,0,0,1.31,0.25,0.25,0,66.67,46.03,1.06,1.44,16
Marc Bartra,0.14,0,60,0.9,0.03,0,1.52,1.79,0.03,3.1,0,0.79,0.03,0.03,54.59,82.44,5.38,42.92,0,0.21,0,0,1.17,0.17,0.1,0.03,57.05,56.16,0.79,1.14,29
Milot Rashica,0.15,0.12,48,1.46,0,0,1.19,0.46,0,0.46,0,0.62,0.31,0.23,21.15,76.73,8.08,60.71,0,0.04,0,0,0.58,0.04,0.12,0,40,43,0.92,0.96,26
Lincoln,0,0,42.86,0.76,0,0,1.19,0.86,0,0.81,0,0.29,0.43,0.29,35.33,85.71,9.24,48.89,0,0.14,0,0,0.76,0.05,0.1,0,46.15,55.7,1.76,0.71,21
Kartal Kayra Yılmaz,0,0,40,0.46,0,0,1.27,1.19,0,0.96,0,0.92,0.12,0.08,31,83.25,6.38,60.47,0,0.04,0,0,1.15,0.04,0.12,0,43.33,50.7,0.77,0.62,26
Semih Güler,0,0.03,75,0.33,0,0,1.1,0.83,0.03,3.53,0,0.23,0,0.03,49.47,86.59,4.87,54.1,0,0.13,0,0,0.97,0.17,0.13,0,54.55,63.3,0.2,0.33,30
Tomislav Glumac,0.07,0.11,0,0.74,0.07,0,1.07,1.48,0.07,5.52,0,0.44,0,0,45.48,82.08,3.22,54.03,0,0.04,0,0,1.33,0.11,0.3,0.04,69.03,60.08,0.59,1.63,27
Güray Vural,0.13,0.03,54.17,0.97,0,1.67,2.53,1.43,0.03,1.5,0,1,0.27,0.07,43.27,80.05,7,41.89,0,0.13,0,0,1.33,0.17,0.27,0,40.54,53.51,0.6,1.13,30
Rúnar Alex Rúnarsson,0,0,100,0,0,0,0,0.03,0.07,0.63,0,0.03,0.03,0.03,34.67,77.5,0.53,39.56,3.6,0.2,0.3,0.03,1.53,0.27,0.13,0,85.71,82.35,0.2,0.07,30
Zouhair Feddal,0,0,0,0.2,0,0,1,1.4,0,5,0,0.4,0,0,47.2,83.47,2.6,39.29,0,0.4,0,0,1.2,0.4,0,0,40,42.31,0.4,1.4,5
Caner Erkin,0,0,75,0.32,0,0,0.63,1.05,0.05,1.47,0,0.84,0.37,0.37,35.79,74.71,6.84,46.49,0,0.16,0,0,1.32,0.16,0.16,0,48.28,43.96,0.42,0.95,19
Victor Nelsson,0,0.12,100,0.42,0,0,0.79,0.97,0,3.33,0,0.18,0.03,0,58,85.68,4.06,49.17,0,0.45,0,0,0.67,0.09,0.15,0,65.41,57.09,0.58,1.45,33
Sam Larsson,0.07,0.1,53.33,1.43,0.03,0,1.53,1.37,0,0.33,0,1.3,0.23,0.13,23.5,71.63,7.47,52.63,0,0.1,0,0,1.07,0.17,0.13,0,34,45.42,0.53,0.63,30
Marlos Moreno,0.08,0,62.96,1.75,0,0,2.08,0.42,0,0.08,0,1.25,0.17,0.17,22.33,79.48,7.67,54.55,0,0,0,0,1.17,0,0.25,0,35,57.83,2.5,1.08,12
Milson,0.5,0.1,35.14,1.8,0,0,1.5,0.2,0,0,0,1.3,0,0.1,13.3,70.68,5.5,16.67,0,0,0,0,0.6,0.1,0.2,0,33.33,42.31,1.5,1.2,10
Muhammet Demir,0.29,0.19,55.81,1.81,0.14,0,0.95,0.05,0,0.33,0,0.33,0.14,0,16.29,73.68,4.57,50,0,0.1,0,0,0.43,0.05,0.1,0,41.98,47.7,1.71,1,21
Cherif Ndiaye,0.67,1,46.43,2.42,0,0,0.58,0,0.08,0.75,0,0.42,0.08,0.08,14.42,82.08,5.08,77.78,0,0,0,0,1.42,0.25,0.08,0,30,46.77,2.5,1.33,12
Ibrahim Drešević,0.03,0,81.82,0.16,0,0,1.78,1.31,0,2.97,0.03,0.78,0,0,62.88,89.26,3.84,64.07,0,0.22,0,0,1.53,0.28,0.13,0,44,51.48,0.75,1.22,32
Serkan Kırıntılı,0,0,0,0,0,0,0,0,0,0.6,0.1,0,0,0,31.1,73.31,1,49.68,3.2,0.1,0.1,0,1.3,0.2,0,0,100,100,0,0,10
Jure Balkovec,0.14,0,60,0.69,0,0.43,0.97,0.31,0,1.03,0,0.38,0.14,0.03,44,82.52,7.52,56.62,0,0.14,0,0,1.17,0.14,0.14,0,63.64,62.5,0.76,0.38,29
Magomed Ozdoev,0.15,0.09,47.83,1.18,0,0,1.55,0.73,0.03,1.15,0.03,0.61,0.15,0.09,39.52,83.51,9.33,57.48,0,0.09,0,0,1.3,0.24,0.21,0,41.86,49.76,0.73,0.91,33
Ivan Cavaleiro,0.09,0,61.02,0.95,0,0,0.5,0.36,0,0.14,0,0.73,0.36,0.23,19.55,83.95,7.27,68.18,0,0,0,0,0.86,0.18,0.09,0,27.27,39.08,0.55,0.86,22
Maximiliano Gómez,0.19,0.19,61.29,1.88,0.04,0,0.15,0.35,0,0.38,0,0.35,0.15,0.12,18.73,73.31,6.27,65.38,0,0.12,0,0,0.96,0.19,0.15,0,50,48.21,1.54,1.58,26
Jonas Svensson,0,0,55,0.41,0,0,2.48,1.03,0,1.9,0,0.9,0.14,0.1,40.62,84.21,9.24,43.75,0,0.28,0,0,0.9,0.24,0.17,0,48.98,56.47,1.28,1.14,29
